INJ_SLEEP,START,START_L0_RDTSC,count_have_ssh_check,count_recovered_vms,count_recovered_vms_ping,count_recovered_vms_solr,count_recovered_vms_ssh,count_recovered_vms_v2,crash_tstamp,fi_tstamp,l1_launch,manifestation,restore,start_time,vm1_downtime,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_last_ans_ts,vm1_noresp_interval,vm1_recovered,vm1_recovered_ping,vm1_recovered_ssh,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm1_v2_recovered,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_last_ans_ts,vm2_noresp_interval,vm2_recovered,vm2_recovered_ping,vm2_recovered_ssh,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm2_v2_recovered,vm3_downtime,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_last_ans_ts,vm3_noresp_interval,vm3_recovered,vm3_recovered_ping,vm3_recovered_ssh,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm3_v2_recovered,vm4_downtime,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_last_ans_ts,vm4_noresp_interval,vm4_recovered,vm4_recovered_ping,vm4_recovered_ssh,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients,vm4_v2_recovered
209.632,1686214236000.0,665058765127804.0,4,1,0,2,3,2,1686215055862.0,1686214956000.0,45000.0,1.624242067337036,8191.0,1686214236000.0,,33.07508993148804,3.64168581366539,2.1232889890670776,0.0189809799194335,0.3515887856483459,2.7734904885292053,6.7988698976396975,46.22463188503122,1686214956.6418462,391.42732095718384,0.0,False,False,144.0,144.0,True,90.0,0.0,54.0,0.0,54.0,0.0,7.0,0.0,47.0,54.0,54.0,0.0,1.0,False,,33.139431953430176,2.4912925844815508,2.2386960983276367,0.0170209407806396,0.4359334707260132,2.692593455314636,4.184588297938063,17.510779223240185,1686214957.624242,390.6414740085602,0.0,False,True,199.0,199.0,True,109.0,0.0,90.0,0.0,90.0,0.0,3.0,0.0,87.0,90.0,90.0,0.0,1.0,True,,30.032448053359985,2.484495497229111,1.362926959991455,0.0024628639221191,0.0751100778579711,2.610553503036499,4.8555636356617695,23.576498219960943,1686214953.817468,395.3683500289917,0.0,False,True,199.0,199.0,True,96.0,0.0,103.0,0.0,103.0,33.0,4.0,0.0,66.0,103.0,103.0,0.0,1.0,False,242.5448291301728,34.01976704597473,3.831294500309488,1.7632815837860107,0.0165588855743408,0.2605431079864502,2.7964680790901184,7.437482139501758,55.31614057540765,1686214953.5182786,,1.0,False,True,138.0,138.0,True,102.0,0.0,36.0,0.0,36.0,0.0,8.0,0.0,28.0,36.0,36.0,0.0,1.0,True
204.204,1686215518000.0,667873083653588.0,4,1,0,1,4,1,1686216321755.0,1686216222000.0,50000.0,1.0447099208831787,4197.0,1686215518000.0,,30.03616595268249,3.5246044558447767,2.274136066436768,0.0219202041625976,0.8534583449363708,2.8385764956474304,6.090526467596148,37.09451265248922,1686216222.616693,395.0449719429016,0.0,False,True,148.0,148.0,True,83.0,0.0,65.0,0.0,65.0,0.0,6.0,0.0,59.0,65.0,65.0,0.0,1.0,False,,45.57271695137024,3.4385270109239787,1.3235628604888916,0.0025830268859863,0.237246036529541,2.761477470397949,7.324923443258432,53.65450344959698,1686216223.04471,156.88091588020325,0.0,False,True,151.0,151.0,True,91.0,0.0,60.0,0.0,60.0,13.0,6.0,0.0,41.0,60.0,60.0,0.0,1.0,False,,37.11469912528992,2.1774909184859683,0.3382120132446289,0.0024781227111816,0.0032194852828979,2.362040221691132,5.469221093567025,29.91237937031849,1686216222.36103,139.04555797576904,0.0,False,True,222.0,222.0,True,106.0,0.0,116.0,0.0,116.0,65.0,6.0,0.0,45.0,116.0,116.0,0.0,1.0,False,197.9877951145172,30.0336709022522,2.3285317262013754,1.0909925699234009,0.0142679214477539,0.1023896336555481,2.576812744140625,4.624244665924769,21.383638730333672,1686216221.74168,,1.0,False,True,210.0,210.0,True,144.0,0.0,66.0,0.0,66.0,0.0,4.0,0.0,62.0,66.0,66.0,0.0,1.0,True
204.325,1686216795000.0,670673995214230.0,4,1,0,1,3,1,1686217581805.0,1686217482000.0,41000.0,1.4521949291229248,4431.0,1686216795000.0,,30.03500986099243,2.468951997756958,2.276768445968628,0.0176789760589599,0.5960843563079834,2.6812878847122192,3.600105403155249,12.960758913827616,1686217482.652741,394.7317509651184,0.0,False,True,200.0,200.0,True,94.0,0.0,106.0,0.0,106.0,0.0,2.0,0.0,104.0,106.0,106.0,0.0,1.0,False,,30.030346870422363,2.354332635035881,2.1057114601135254,0.0026209354400634,0.1644911170005798,2.6661487221717834,4.069904459919654,16.564122312873877,1686217482.895522,5.622437953948975,0.0,False,True,208.0,208.0,True,113.0,0.0,95.0,0.0,95.0,10.0,3.0,0.0,82.0,95.0,95.0,0.0,1.0,False,200.04545497894287,30.038811922073364,2.371859953599276,2.1174650192260738,0.0131130218505859,0.2077754735946655,2.6726404428482056,4.088697979334321,16.717451166212562,1686217483.390867,,1.0,False,True,207.0,207.0,True,126.0,0.0,81.0,0.0,81.0,0.0,3.0,0.0,78.0,81.0,81.0,0.0,1.0,True,,30.550886154174805,2.579629557991996,2.3149399757385254,0.0172278881072998,0.5842850208282471,2.672886848449707,4.043836018929856,16.352609747994453,1686217483.452195,379.1046950817108,0.0,False,False,197.0,197.0,True,96.0,0.0,101.0,0.0,101.0,0.0,3.0,0.0,98.0,101.0,101.0,0.0,1.0,False
206.825,1686218126000.0,673596026179138.0,4,2,0,3,4,3,1686218916825.0,1686218817000.0,35000.0,1.1168689727783203,4354.0,1686218126000.0,,30.666897058486946,2.490978766925371,2.2758629322052,0.0153059959411621,0.7570229768753052,2.7007110118865967,3.851006592112791,14.830251772496169,1686218818.116869,245.0528168678284,0.0,False,True,199.0,199.0,True,98.0,0.0,101.0,0.0,101.0,0.0,3.0,0.0,98.0,101.0,101.0,0.0,1.0,True,390.695848941803,30.030503988265988,2.241580729110999,2.280359983444214,0.0210781097412109,0.8030061721801758,2.674046039581299,2.515937634650625,6.329942181451384,1686218817.848247,,1.0,False,True,217.0,217.0,True,100.0,0.0,117.0,0.0,117.0,0.0,1.0,0.0,116.0,117.0,117.0,0.0,1.0,True,367.4771931171417,30.033440113067627,1.90844898689084,2.128658533096313,0.0141921043395996,0.2617028355598449,2.622704923152924,2.4198432994575265,5.855641593929489,1686218816.480136,,1.0,False,True,246.0,246.0,True,137.0,0.0,109.0,0.0,109.0,0.0,1.0,0.0,108.0,109.0,109.0,0.0,1.0,True,,31.18176889419556,1.6534636098973072,0.7107219696044922,0.0025250911712646,0.0034312605857849,2.5085911154747014,3.4234066631420297,11.71971318124525,1686218817.376635,395.62780690193176,0.0,False,True,274.0,274.0,True,110.0,0.0,164.0,0.0,164.0,77.0,3.0,0.0,84.0,164.0,164.0,0.0,1.0,False
207.466,1686219382000.0,676352950161742.0,4,2,0,2,3,2,1686220193969.0,1686220094000.0,39000.0,1.7075130939483645,4230.0,1686219382000.0,,30.030413150787357,2.4784226393699647,2.264730930328369,0.0106019973754882,0.8428443670272827,2.6635591387748723,3.524484932695238,12.421994040795756,1686220095.707513,243.51499891281128,0.0,False,False,200.0,200.0,True,100.0,0.0,100.0,0.0,100.0,0.0,2.0,0.0,98.0,100.0,100.0,0.0,1.0,False,240.8072290420532,30.03358101844788,2.502057763061138,2.2671029567718506,0.0114028453826904,0.6196180582046509,2.6977097988128658,3.640415337276283,13.252623827876391,1686220094.969219,,1.0,False,True,198.0,198.0,True,102.0,0.0,96.0,0.0,96.0,0.0,2.0,0.0,94.0,96.0,96.0,0.0,1.0,True,,30.03260397911072,2.1341631709204782,2.2606050968170166,0.0033991336822509,0.7108149528503418,2.672412157058716,2.6122783973767105,6.823998425401036,1686220093.1108642,4.094230890274049,0.0,False,True,225.0,225.0,True,110.0,0.0,115.0,0.0,115.0,2.0,1.0,0.0,112.0,115.0,115.0,0.0,1.0,False,371.3793380260468,30.033059120178223,2.3686546427040285,2.1677770614624023,0.0186669826507568,0.3579295873641968,2.653370499610901,3.785708083430088,14.331585692947913,1686220095.131749,,1.0,False,True,207.0,207.0,True,121.0,0.0,86.0,0.0,86.0,0.0,2.0,0.0,84.0,86.0,86.0,0.0,1.0,True
209.188,1686220656000.0,679149929491056.0,4,2,0,3,4,3,1686221440362.0,1686221340000.0,36000.0,0.0691020488739013,4336.0,1686220656000.0,,31.590739965438843,2.60480281462272,2.242506980895996,0.0181729793548584,0.541204571723938,2.666032016277313,4.525920102499532,20.483952774209367,1686221340.061664,230.77402091026303,0.0,False,True,192.0,192.0,True,105.0,0.0,87.0,0.0,87.0,0.0,4.0,0.0,83.0,87.0,87.0,0.0,1.0,False,,44.98204278945923,3.1691400033456314,2.0807130336761475,0.0183601379394531,0.3324677944183349,2.742517232894897,6.646951655040258,44.181966304442426,1686221339.892809,391.7969601154328,0.0,False,True,162.0,162.0,True,107.0,0.0,55.0,0.0,55.0,0.0,7.0,0.0,48.0,55.0,55.0,0.0,1.0,True,395.2862780094147,51.31864786148071,2.788982789160797,0.9377179145812988,0.0166921615600585,0.1361610889434814,2.565186023712158,6.60173531712816,43.58290919741725,1686221339.766243,,1.0,False,True,181.0,181.0,True,128.0,0.0,53.0,0.0,53.0,0.0,6.0,0.0,47.0,53.0,53.0,0.0,1.0,True,194.23692798614505,33.11885499954224,2.6409232364129767,1.4975581169128418,0.015212059020996,0.2608039379119873,2.6049330234527592,5.3381866156263005,28.496236343251766,1686221340.069102,,1.0,False,True,189.0,189.0,True,125.0,0.0,64.0,0.0,64.0,0.0,5.0,0.0,59.0,64.0,64.0,0.0,1.0,True
209.101,1686221903000.0,681887172999890.0,4,1,0,1,3,1,1686222718401.0,1686222619000.0,36000.0,0.3287670612335205,4264.0,1686221903000.0,,31.54338788986206,3.1050854076038705,1.396522045135498,0.0181481838226318,0.156229019165039,2.7085399627685547,6.472368000265562,41.89154753086164,1686222612.128578,397.6499230861664,0.0,False,True,165.0,165.0,True,110.0,0.0,55.0,0.0,55.0,0.0,8.0,0.0,47.0,55.0,55.0,0.0,1.0,False,389.3760490417481,45.427140951156616,2.4600862614551,2.2805850505828857,0.0199661254882812,0.5736770629882812,2.738241195678711,4.065442234293193,16.52782056037483,1686222619.328767,,1.0,False,True,201.0,201.0,True,101.0,0.0,100.0,0.0,100.0,0.0,2.0,0.0,98.0,100.0,100.0,0.0,1.0,True,,30.037190914154053,2.165456624309044,2.265655040740967,0.0204119682312011,0.6856833696365356,2.6648494005203247,2.4602598655765293,6.052878606166643,1686222618.527962,391.0391230583191,0.0,False,False,223.0,223.0,True,105.0,0.0,118.0,0.0,118.0,0.0,1.0,0.0,117.0,118.0,118.0,0.0,1.0,False,,31.81660509109497,2.1506566756537984,2.164592027664185,0.0026741027832031,0.3034254312515259,2.643096446990967,3.4019363580232764,11.57317098404067,1686222618.365365,393.70318698883057,0.0,False,True,224.0,224.0,True,104.0,0.0,120.0,0.0,120.0,19.0,2.0,0.0,99.0,120.0,120.0,0.0,1.0,False
209.074,1686223200000.0,684732164988290.0,4,2,0,4,4,4,1686223992873.0,1686223893000.0,35000.0,1.826936960220337,4327.0,1686223200000.0,,32.52092409133911,2.3847917908603704,2.2445435523986816,0.0189981460571289,0.743362307548523,2.6612785458564763,3.5003899681550834,12.252729929160749,1686223894.417898,390.1976239681244,0.0,False,True,206.0,206.0,True,103.0,0.0,103.0,0.0,103.0,0.0,2.0,0.0,101.0,103.0,103.0,0.0,1.0,True,,30.03036499023437,2.6806878138353483,2.3272390365600586,0.011380910873413,0.9703824520111084,2.7758219242095947,3.99413372351556,15.953104201324267,1686223894.788815,205.16027402877808,0.0,False,True,187.0,187.0,True,89.0,0.0,98.0,0.0,98.0,0.0,3.0,0.0,95.0,98.0,98.0,0.0,1.0,True,189.7012939453125,54.73769092559815,2.3961686752374893,2.108025431632996,0.0177998542785644,0.2358812093734741,2.678555965423584,5.010474102309465,25.10485072991385,1686223894.826937,,1.0,False,True,206.0,206.0,True,127.0,0.0,79.0,0.0,79.0,0.0,3.0,0.0,76.0,79.0,79.0,0.0,1.0,True,191.22906517982483,30.032660007476807,2.4532904152822965,2.173551917076111,0.0167388916015625,0.3601333498954773,2.665799140930176,4.268372031903132,18.218999802732878,1686223894.60509,,1.0,False,True,202.0,202.0,True,115.0,0.0,87.0,0.0,87.0,0.0,3.0,0.0,84.0,87.0,87.0,0.0,1.0,True
205.013,1686224456000.0,687490313543232.0,4,1,0,3,3,3,1686225255261.0,1686225156000.0,39000.0,0.3824179172515869,4545.0,1686224456000.0,,31.11604619026184,2.269006354309792,2.260274171829224,0.0190799236297607,0.5134574174880981,2.6586570739746094,3.235773727425721,10.470231615098545,1686225156.313405,396.5284049510957,0.0,False,True,215.0,215.0,True,106.0,0.0,109.0,0.0,109.0,0.0,2.0,0.0,107.0,109.0,109.0,0.0,1.0,True,,30.03231191635132,2.7309430176797123,2.383357048034668,0.0142018795013427,0.9341050386428832,2.852871060371399,3.7979554195971192,14.424465369247132,1686225155.441406,239.41155910491943,0.0,False,True,184.0,184.0,True,86.0,0.0,98.0,0.0,98.0,0.0,2.0,0.0,96.0,98.0,98.0,0.0,1.0,True,,30.038910150527958,2.302260604669463,2.3340044021606445,0.0201900005340576,0.9586209654808044,2.6710320115089417,2.544333418454902,6.4736325442664056,1686225156.301302,395.3236601352692,0.0,False,False,212.0,212.0,True,91.0,0.0,121.0,0.0,121.0,0.0,1.0,0.0,120.0,121.0,121.0,0.0,1.0,False,182.6898579597473,30.033383131027215,2.0875549597511123,1.9725799560546875,0.0116691589355468,0.2274188995361328,2.6044771671295166,3.357120711836636,11.27025947384252,1686225156.382418,,1.0,False,True,229.0,229.0,True,143.0,0.0,86.0,0.0,86.0,0.0,2.0,0.0,84.0,86.0,86.0,0.0,1.0,True
202.017,1686225724000.0,690271490725392.0,4,2,0,3,3,3,1686226515326.0,1686226416000.0,36000.0,1.2085421085357666,4283.0,1686225724000.0,,30.030445098876957,2.370502126389656,2.284420967102051,0.0169179439544677,0.6838304996490479,2.6730945110321045,3.245990461424842,10.536454075661055,1686226416.4113052,398.1240420341492,0.0,False,True,207.0,207.0,True,96.0,0.0,111.0,0.0,111.0,0.0,2.0,0.0,109.0,111.0,111.0,0.0,1.0,True,,30.032312870025635,2.339861337785368,2.346891164779663,0.019536018371582,0.4782190322875977,2.7083566784858704,3.2610356082051046,10.634353237981635,1686226417.208542,0.4967710971832275,0.0,False,False,216.0,216.0,True,100.0,0.0,116.0,0.0,116.0,0.0,2.0,0.0,114.0,116.0,116.0,0.0,1.0,False,364.8335320949554,30.01372694969177,2.0224293830546927,2.1650390625,0.0169198513031005,0.3354264497756958,2.6320570707321167,2.522673938646123,6.363883800724344,1686226417.1290882,,1.0,False,True,235.0,235.0,True,128.0,0.0,107.0,0.0,107.0,0.0,1.0,0.0,106.0,107.0,107.0,0.0,1.0,True,193.16935181617737,30.03315615653992,2.1497610903212,1.7571085691452026,0.0150721073150634,0.1484324336051941,2.6129168868064885,3.80823880274215,14.502682778710964,1686226416.900023,,1.0,False,True,224.0,224.0,True,144.0,0.0,80.0,0.0,80.0,0.0,3.0,0.0,77.0,80.0,80.0,0.0,1.0,True
