INJ_SLEEP,START,START_L0_RDTSC,count_have_ssh_check,count_recovered_vms,count_recovered_vms_ping,count_recovered_vms_solr,count_recovered_vms_ssh,count_recovered_vms_v2,crash_tstamp,fi_tstamp,l1_launch,restore,start_time,vm1_downtime,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_noresp_interval,vm1_recovered,vm1_recovered_ping,vm1_recovered_ssh,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm1_v2_recovered,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_noresp_interval,vm2_recovered,vm2_recovered_ping,vm2_recovered_ssh,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm2_v2_recovered,vm3_downtime,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_noresp_interval,vm3_recovered,vm3_recovered_ping,vm3_recovered_ssh,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm3_v2_recovered,vm4_downtime,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_noresp_interval,vm4_recovered,vm4_recovered_ping,vm4_recovered_ssh,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients,vm4_v2_recovered
200.11900000000003,1684060130000.0,547267602156130.0,4.0,0.0,0.0,0.0,0.0,0.0,1684060944660.0,1684060846000.0,48000.0,4207.0,1684060130000.0,,33.68817090988159,2.333172698248001,2.375624418258667,0.0181760787963867,0.7968053221702576,2.766148090362549,2.7903723237965377,7.78617770540969,402.9554560184479,0.0,False,False,210.0,210.0,True,88.0,0.0,122.0,0.0,122.0,0.0,1.0,0.0,121.0,122.0,122.0,0.0,1.0,False,,30.376832008361816,2.1667358222215074,2.2574479579925537,0.0194950103759765,0.5732555389404297,2.6467879414558406,3.035737931434681,9.215704788351324,397.4759590625763,0.0,False,False,230.0,230.0,True,109.0,0.0,121.0,0.0,121.0,0.0,2.0,0.0,119.0,121.0,121.0,0.0,1.0,False,,50.68681001663208,2.735558535741723,2.3515334129333496,0.0179789066314697,1.406960904598236,2.726410448551178,4.598856220596868,21.14947853772252,405.7116858959198,0.0,False,False,184.0,184.0,True,81.0,0.0,103.0,0.0,103.0,0.0,2.0,0.0,101.0,103.0,103.0,0.0,1.0,False,,37.14072990417481,2.909561854771205,2.26884388923645,0.0195569992065429,0.5039200782775879,2.7616504430770874,5.027329209815653,25.274038983865665,401.7904419898987,0.0,False,False,175.0,175.0,True,91.0,0.0,84.0,0.0,84.0,0.0,4.0,0.0,80.0,84.0,84.0,0.0,1.0,False
207.332,1684061508000.0,550291254519052.0,4.0,0.0,0.0,0.0,1.0,0.0,1684062292415.0,1684062192000.0,42000.0,4254.0,1684061508000.0,,30.12471890449524,2.395226599530476,2.2681689262390137,0.0184500217437744,0.5284721851348877,2.703364849090576,3.4907783824780987,12.185533715576415,392.0828080177307,0.0,False,False,205.0,205.0,True,100.0,0.0,105.0,0.0,105.0,0.0,2.0,0.0,103.0,105.0,105.0,0.0,1.0,False,,30.1653699874878,2.365627266536249,2.263443946838379,0.0175578594207763,0.4710275530815125,2.6745782494544983,3.532019181591976,12.475159499133651,0.6524560451507568,0.0,False,True,214.0,214.0,True,108.0,0.0,106.0,0.0,106.0,1.0,2.0,0.0,103.0,106.0,106.0,0.0,1.0,False,,30.0271589756012,2.2589538671352245,2.262328028678894,0.0153141021728515,0.4875767827033997,2.647258281707764,3.2829520885383845,10.77777441563854,395.9103329181671,0.0,False,False,216.0,216.0,True,109.0,0.0,107.0,0.0,107.0,0.0,2.0,0.0,105.0,107.0,107.0,0.0,1.0,False,,32.32815408706665,3.084744407419573,2.2616028785705566,0.0196149349212646,0.6147884130477905,2.752253532409668,5.491221561879338,30.15351424164856,195.3955578804016,0.0,False,False,171.0,171.0,True,95.0,0.0,76.0,0.0,76.0,0.0,5.0,0.0,71.0,76.0,76.0,0.0,1.0,False
203.261,1684062839000.0,553212737317338.0,4.0,1.0,0.0,2.0,3.0,2.0,1684063628379.0,1684063530000.0,36000.0,4244.0,1684062839000.0,,31.57347297668457,2.1725993605472578,2.2904388904571533,0.018284797668457,0.5708094835281372,2.675933003425598,2.609082495140305,6.807311466447562,398.5909230709076,0.0,False,True,223.0,223.0,True,104.0,0.0,119.0,0.0,119.0,0.0,1.0,0.0,118.0,119.0,119.0,0.0,1.0,True,,30.07351994514465,2.4113414369377435,2.3497090339660645,0.0198609828948974,0.5113805532455444,2.74063777923584,3.3231903585598843,11.043594159225371,394.3259010314941,0.0,False,False,204.0,204.0,True,95.0,0.0,109.0,0.0,109.0,0.0,2.0,0.0,107.0,109.0,109.0,0.0,1.0,False,,30.03305196762085,2.522334356500645,2.1107219457626343,0.0162920951843261,0.2616727352142334,2.696801483631134,4.534363202187572,20.560449649352726,0.5123150348663329,0.0,False,True,198.0,198.0,True,113.0,0.0,85.0,0.0,85.0,0.0,4.0,0.0,81.0,85.0,85.0,0.0,1.0,False,162.41854596138,43.0044949054718,1.423742490430032,0.1985610723495483,0.0138349533081054,0.0300217866897583,1.492655634880066,4.0691516772934415,16.557995372820024,,1.0,False,True,310.0,310.0,True,287.0,0.0,23.0,0.0,23.0,0.0,2.0,0.0,21.0,23.0,23.0,0.0,1.0,True
201.226,1684064121000.0,556027824610252.0,4.0,1.0,0.0,1.0,2.0,1.0,1684064905499.0,1684064807000.0,36000.0,4241.0,1684064121000.0,,30.025665044784542,1.9096314228647124,2.176640629768372,0.0169770717620849,0.4519762396812439,2.6430194973945618,2.2806989219849005,5.201587572743088,402.819608926773,0.0,False,True,246.0,246.0,True,123.0,0.0,123.0,0.0,123.0,0.0,1.0,0.0,122.0,123.0,123.0,0.0,1.0,False,,32.442106008529656,2.334745851782865,2.105075120925904,0.0169517993927001,0.3830649852752685,2.646308898925781,4.209603657712465,17.720762955026167,195.64901494979856,0.0,False,False,215.0,215.0,True,120.0,0.0,95.0,0.0,95.0,0.0,3.0,0.0,92.0,95.0,95.0,0.0,1.0,False,,30.032862186431885,2.2847903710659416,2.369611620903015,0.0183761119842529,1.0046928524971008,2.698756992816925,2.466557194992389,6.083904396168723,401.9823429584503,0.0,False,False,214.0,214.0,True,91.0,0.0,123.0,0.0,123.0,0.0,1.0,0.0,122.0,123.0,123.0,0.0,1.0,False,366.1128599643706,30.030219078063965,1.9273427695524497,2.1050069332122803,0.0125880241394042,0.1866255402565002,2.6288275718688965,2.7887271543114114,7.77699914119382,,1.0,False,True,244.0,244.0,True,142.0,0.0,102.0,0.0,102.0,0.0,1.0,0.0,101.0,102.0,102.0,0.0,1.0,True
207.517,1684065473000.0,558993716769798.0,4.0,1.0,0.0,2.0,3.0,2.0,1684066265756.0,1684066166000.0,39000.0,4425.0,1684065473000.0,,30.01169204711914,2.0214353754165324,2.261798858642578,0.0189790725708007,0.5097334384918213,2.669245958328247,2.3248547925542207,5.404949806462328,391.2568550109863,0.0,False,True,235.0,235.0,True,115.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,119.0,120.0,120.0,0.0,1.0,True,,30.035012006759644,0.5233748869162973,0.0031030178070068,0.0019779205322265,0.0029469728469848,0.0230089426040649,1.91882337200168,3.681883132939897,395.39378905296326,0.0,False,True,579.0,579.0,True,110.0,0.0,469.0,0.0,469.0,431.0,1.0,0.0,37.0,469.0,469.0,0.0,1.0,False,369.508015871048,30.0328528881073,2.3114579786056595,2.1132230758666988,0.0158138275146484,0.4074335098266601,2.6209038496017456,3.8893080436220098,15.12671705818287,,1.0,False,True,211.0,211.0,True,124.0,0.0,87.0,0.0,87.0,0.0,3.0,0.0,84.0,87.0,87.0,0.0,1.0,True,,37.12141990661621,2.2107195658226537,2.0729420185089107,0.0177249908447265,0.1525779962539672,2.6468418836593632,4.340710049993172,18.841763738111727,391.49884390830994,0.0,False,False,219.0,219.0,True,129.0,0.0,90.0,0.0,90.0,0.0,4.0,0.0,86.0,90.0,90.0,0.0,1.0,False
203.728,1684066745000.0,561786672725464.0,4.0,0.0,0.0,0.0,1.0,0.0,1684067548282.0,1684067450000.0,36000.0,4404.0,1684066745000.0,,30.03302502632141,2.5091483508697663,2.393149495124817,0.023637056350708,1.3390403389930725,2.7170711755752563,3.0890981986734447,9.54252768104752,398.5841932296753,0.0,False,False,198.0,198.0,True,82.0,0.0,116.0,0.0,116.0,0.0,1.0,0.0,115.0,116.0,116.0,0.0,1.0,False,,30.032894134521484,2.5903952146569886,2.3848249912261963,0.0173230171203613,0.9386258125305176,2.783864974975586,3.4682930740528537,12.029056847522993,395.5348870754242,0.0,False,False,192.0,192.0,True,83.0,0.0,109.0,0.0,109.0,0.0,2.0,0.0,107.0,109.0,109.0,0.0,1.0,False,,30.03272318840027,2.355648968082208,2.2723313570022583,0.0023839473724365,0.4916126728057861,2.64981096982956,3.354150509045621,11.250325637330995,405.4411120414734,0.0,False,True,208.0,208.0,True,80.0,0.0,128.0,0.0,128.0,21.0,1.0,0.0,106.0,128.0,128.0,0.0,1.0,False,,34.8735010623932,2.3809026329262744,2.3472309112548837,0.0200920104980468,0.8769818544387817,2.677634119987488,2.959303745704987,8.757478659343565,398.1360340118408,0.0,False,False,206.0,206.0,True,88.0,0.0,118.0,0.0,118.0,0.0,1.0,0.0,117.0,118.0,118.0,0.0,1.0,False
204.099,1684068009000.0,564561594486830.0,4.0,0.0,0.0,0.0,2.0,0.0,1684068803432.0,1684068705000.0,35000.0,4403.0,1684068009000.0,,31.049373865127567,4.375654369104104,2.1994065046310425,0.015995979309082,0.3871482610702514,2.862541615962982,8.040557087256017,64.65055827342296,94.14575815200806,0.0,False,True,122.0,122.0,True,82.0,0.0,40.0,0.0,40.0,0.0,10.0,0.0,30.0,40.0,40.0,0.0,1.0,False,,45.34972190856934,2.62358571730162,2.308802604675293,0.0200378894805908,0.8708658218383789,2.7187517285346985,4.391105808008861,19.28181021712916,400.0134460926056,0.0,False,False,190.0,190.0,True,88.0,0.0,102.0,0.0,102.0,0.0,2.0,0.0,100.0,102.0,102.0,0.0,1.0,False,,31.004199028015137,2.4899516400724355,2.261936902999878,0.014132022857666,0.4229041337966919,2.6722262501716614,4.028286233067151,16.22708997551834,0.2417981624603271,0.0,False,True,202.0,202.0,True,105.0,0.0,97.0,0.0,97.0,0.0,3.0,0.0,94.0,97.0,97.0,0.0,1.0,False,,30.38514590263367,2.1957347220425154,2.332113027572632,0.0153839588165283,1.020024061203003,2.706887006759644,2.386690842431081,5.696293177344387,396.2619409561157,0.0,False,False,221.0,221.0,True,100.0,0.0,121.0,0.0,121.0,0.0,1.0,0.0,120.0,121.0,121.0,0.0,1.0,False
207.58900000000003,1684069295000.0,567382187551412.0,4.0,3.0,0.0,4.0,4.0,3.0,1684070086679.0,1684069987000.0,36000.0,4230.0,1684069295000.0,,31.11862683296204,2.4771573758125305,2.2792954444885254,0.0199999809265136,0.6634823679924011,2.6831071376800537,3.5059545004411605,12.291716959163628,266.2287180423737,0.0,False,True,200.0,200.0,True,95.0,0.0,105.0,0.0,105.0,0.0,2.0,0.0,103.0,105.0,105.0,0.0,1.0,True,393.7025969028473,30.030346155166622,2.3588844583584714,2.2638823986053467,0.0149979591369628,0.587841272354126,2.664125919342041,3.410152698521096,11.629141427230715,,1.0,False,True,208.0,208.0,True,104.0,0.0,104.0,0.0,104.0,0.0,2.0,0.0,102.0,104.0,104.0,0.0,1.0,False,225.4626748561859,30.036820888519287,2.6416469553791027,2.1696410179138184,0.0175540447235107,0.4292159080505371,2.6722400188446045,4.446587237675169,19.77213806225569,,1.0,False,True,189.0,189.0,True,107.0,0.0,82.0,0.0,82.0,0.0,3.0,0.0,79.0,82.0,82.0,0.0,1.0,True,189.6599531173706,30.08312201499939,2.198574326255105,2.103730082511902,0.0148341655731201,0.4306262135505676,2.6508536338806152,3.316717209542135,11.000613048072967,,1.0,False,True,220.0,220.0,True,127.0,0.0,93.0,0.0,93.0,0.0,2.0,0.0,91.0,93.0,93.0,0.0,1.0,True
206.083,1684071807000.0,572896748723632.0,4.0,2.0,0.0,3.0,3.0,3.0,1684072606586.0,1684072508000.0,36000.0,4347.0,1684071807000.0,,30.032454013824463,2.522125371216517,2.3299639225006104,0.0189931392669677,0.8407120704650879,2.735481977462769,3.5506729233300094,12.60727820846888,394.0771601200104,0.0,False,True,197.0,197.0,True,91.0,0.0,106.0,0.0,106.0,0.0,2.0,0.0,104.0,106.0,106.0,0.0,1.0,True,,30.04317617416382,2.4946323100046897,2.3141000270843506,0.0163090229034423,0.9066829681396484,2.673746585845948,3.448303890537592,11.890799721496697,394.7048058509826,0.0,False,False,199.0,199.0,True,93.0,0.0,106.0,0.0,106.0,0.0,2.0,0.0,104.0,106.0,106.0,0.0,1.0,False,376.2438199520111,30.030322074890137,2.3282455818993704,2.2730519771575928,0.0194549560546875,0.6591086983680725,2.6581236124038696,3.2930001963235656,10.843850292987044,,1.0,False,True,210.0,210.0,True,108.0,0.0,102.0,0.0,102.0,0.0,2.0,0.0,100.0,102.0,102.0,0.0,1.0,True,192.56461882591248,30.03269505500793,2.390504345153142,1.47348153591156,0.0151159763336181,0.1205965876579284,2.63778042793274,4.797798822044456,23.01887353681117,,1.0,False,True,206.0,206.0,True,138.0,0.0,68.0,0.0,68.0,0.0,5.0,0.0,63.0,68.0,68.0,0.0,1.0,True
209.105,1684073095000.0,575723743030370.0,4.0,0.0,0.0,2.0,2.0,2.0,1684073880089.0,1684073781000.0,35000.0,4541.0,1684073095000.0,,30.05578994750977,2.1548268241541733,2.279823422431946,0.0239241123199462,0.4530266523361206,2.6862088441848755,2.6358570525169247,6.947742401303212,390.6999888420105,0.0,False,True,224.0,224.0,True,105.0,0.0,119.0,0.0,119.0,0.0,1.0,0.0,118.0,119.0,119.0,0.0,1.0,True,,36.36761498451233,2.209812487641426,2.238343954086304,0.0139551162719726,0.5483849048614502,2.647487044334412,3.3978980685132267,11.545711284005918,244.32635402679443,0.0,False,True,219.0,219.0,True,113.0,0.0,106.0,0.0,106.0,0.0,2.0,0.0,104.0,106.0,106.0,0.0,1.0,True,,30.0337028503418,2.0924445302205315,2.2636339664459237,0.0153670310974121,0.5082390308380127,2.6471049785614014,2.490049175676574,6.200344897287586,392.6403980255127,0.0,False,False,229.0,229.0,True,109.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,119.0,120.0,120.0,0.0,1.0,False,,30.0328471660614,2.1695082690149143,2.2826859951019287,0.0154662132263183,0.5766024589538574,2.6653555631637573,2.6833373252120043,7.200299200875914,389.63635420799255,0.0,False,False,223.0,223.0,True,104.0,0.0,119.0,0.0,119.0,0.0,1.0,0.0,118.0,119.0,119.0,0.0,1.0,False
